,School_code,School_name,latest_year_enrolment_FTE,Level_of_schooling,AECG_region,ASGS_remoteness,Latitude,Longitude,Ratio,teacher_demand
220,1608,Concord West Public School,351.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.839613,151.087317,16.02857142857143,22.0
221,1609,Condobolin Public School,289.0,Primary School,Western 1,Outer Regional Australia,-33.085514,147.149077,16.02857142857143,18.0
222,1611,Condong Public School,58.0,Primary School,Upper North Coast,Major Cities of Australia,-28.309674,153.434424,16.02857142857143,4.0
223,1612,Coniston Public School,198.0,Primary School,Upper South Coast,Major Cities of Australia,-34.439023,150.887435,16.02857142857143,13.0
224,1613,Connells Point Public School,535.0,Primary School,Metropolitan East,Major Cities of Australia,-33.984689,151.100306,16.02857142857143,34.0
225,1615,Cooerwull Public School,407.0,Primary School,Western 1,Inner Regional Australia,-33.484053,150.142093,16.02857142857143,26.0
226,1616,Coogee Public School,599.0,Primary School,Metropolitan East,Major Cities of Australia,-33.920819,151.249846,16.02857142857143,38.0
227,1625,Shoalhaven Heads Public School,177.0,Primary School,Upper South Coast,Inner Regional Australia,-34.853167,150.740088,16.02857142857143,11.0
228,1627,Coolongolook Public School,21.0,Primary School,Manning,Inner Regional Australia,-32.222798,152.318838,16.02857142857143,2.0
229,1628,Cooma Public School,231.0,Primary School,Lower South Coast,Inner Regional Australia,-36.237474,149.125034,16.02857142857143,15.0
230,1630,Coonabarabran Public School,250.0,Primary School,North Western 1,Outer Regional Australia,-31.280039,149.282061,16.02857142857143,16.0
231,1631,Coonamble Public School,195.0,Primary School,North Western 1,Remote Australia,-30.958363,148.387024,16.02857142857143,13.0
232,1632,Coopernook Public School,45.0,Primary School,Manning,Inner Regional Australia,-31.827512,152.607874,16.02857142857143,3.0
233,1634,Coorabell Public School,127.0,Primary School,Upper North Coast,Inner Regional Australia,-28.625696,153.487492,16.02857142857143,8.0
234,1635,Cooranbong Public School,250.0,Primary School,Hunter,Major Cities of Australia,-33.0805,151.441793,16.02857142857143,16.0
235,1636,Cootamundra Public School,297.0,Primary School,Riverina 1,Inner Regional Australia,-34.638914,148.026809,16.02857142857143,19.0
236,1642,Copmanhurst Public School,72.0,Primary School,Upper North Coast,Outer Regional Australia,-29.584663,152.775537,16.02857142857143,5.0
237,1644,Coraki Public School,44.0,Primary School,Upper North Coast,Inner Regional Australia,-28.992589,153.282641,16.02857142857143,3.0
238,1647,Coramba Public School,41.0,Primary School,Lower North Coast,Inner Regional Australia,-30.221578,153.011513,16.02857142857143,3.0
239,1654,Corindi Public School,196.0,Primary School,Lower North Coast,Inner Regional Australia,-30.021469,153.194234,16.02857142857143,13.0
240,1656,Corndale Public School,22.0,Primary School,Upper North Coast,Inner Regional Australia,-28.71315,153.362489,16.02857142857143,2.0
241,1658,Corowa Public School,222.0,Primary School,Riverina 1,Inner Regional Australia,-35.992545,146.3949,16.02857142857143,14.0
242,1659,Corowa South Public School,52.0,Primary School,Riverina 1,Inner Regional Australia,-36.020988,146.376176,16.02857142857143,4.0
243,1661,Corrimal Public School,235.0,Primary School,Upper South Coast,Major Cities of Australia,-34.367371,150.899022,16.02857142857143,15.0
244,1666,Coutts Crossing Public School,87.0,Primary School,Upper North Coast,Inner Regional Australia,-29.832063,152.889484,16.02857142857143,6.0
245,1668,Cowan Public School,45.0,Primary School,Metropolitan North,Inner Regional Australia,-33.588808,151.168843,16.02857142857143,3.0
246,1670,Cowper Public School,13.0,Primary School,Upper North Coast,Outer Regional Australia,-29.56956,153.077731,16.02857142857143,1.0
247,1671,Cowra Public School,388.0,Primary School,Western 1,Inner Regional Australia,-33.836028,148.68992,16.02857142857143,25.0
248,1674,Crabbes Creek Public School,24.0,Primary School,Upper North Coast,Inner Regional Australia,-28.456004,153.496575,16.02857142857143,2.0
249,1681,Crescent Head Public School,185.0,Primary School,Lower North Coast,Outer Regional Australia,-31.188089,152.970345,16.02857142857143,12.0
250,1682,Cronulla Public School,470.0,Primary School,Metropolitan East,Major Cities of Australia,-34.054077,151.14773,16.02857142857143,30.0
251,1684,Crookwell Public School,181.0,Primary School,Upper South Coast,Inner Regional Australia,-34.459938,149.469806,16.02857142857143,12.0
252,1685,Crossmaglen Public School,32.0,Primary School,Lower North Coast,Inner Regional Australia,-30.365945,152.981586,16.02857142857143,2.0
253,1688,Buronga Public School,90.0,Primary School,Riverina 3,Outer Regional Australia,-34.169471,142.181315,16.02857142857143,6.0
254,1690,Crystal Creek Public School,70.0,Primary School,Upper North Coast,Inner Regional Australia,-28.31214,153.32596,16.02857142857143,5.0
255,1695,Cudal Public School,73.0,Primary School,Western 1,Outer Regional Australia,-33.287099,148.740307,16.02857142857143,5.0
256,1696,Cudgen Public School,184.0,Primary School,Upper North Coast,Major Cities of Australia,-28.262592,153.555416,16.02857142857143,12.0
257,1698,Culcairn Public School,113.0,Primary School,Riverina 1,Inner Regional Australia,-35.668284,147.039992,16.02857142857143,7.0
258,1700,Cullen Bullen Public School,15.0,Primary School,Western 1,Inner Regional Australia,-33.299877,150.032317,16.02857142857143,1.0
259,1707,Cumnock Public School,45.0,Primary School,Western 1,Outer Regional Australia,-32.931277,148.749492,16.02857142857143,3.0
260,1708,Cundletown Public School,332.0,Primary School,Manning,Inner Regional Australia,-31.899733,152.522008,16.02857142857143,21.0
261,1712,Curlewis Public School,56.0,Primary School,North Western 1,Outer Regional Australia,-31.117149,150.263304,16.02857142857143,4.0
262,1714,Currabubula Public School,27.0,Primary School,North Western 2,Outer Regional Australia,-31.262787,150.735709,16.02857142857143,2.0
263,1722,Dalgety Public School,12.0,Primary School,Lower South Coast,Outer Regional Australia,-36.502746,148.836675,16.02857142857143,1.0
264,1723,Dalton Public School,10.0,Primary School,Upper South Coast,Inner Regional Australia,-34.720369,149.17882,16.02857142857143,1.0
265,1727,Dapto Public School,744.0,Primary School,Upper South Coast,Major Cities of Australia,-34.494679,150.776781,16.02857142857143,47.0
266,1732,Dareton Public School,61.0,Primary School,Riverina 3,Outer Regional Australia,-34.091148,142.040358,16.02857142857143,4.0
267,1735,Darlington Public School,163.0,Primary School,Metropolitan East,Major Cities of Australia,-33.892638,151.18939,16.02857142857143,11.0
268,1736,Darlington Point Public School,67.0,Primary School,Riverina 1,Outer Regional Australia,-34.572807,145.993878,16.02857142857143,5.0
269,1740,Leeville Public School,71.0,Primary School,Upper North Coast,Inner Regional Australia,-28.930843,153.003537,16.02857142857143,5.0
270,1742,Deepwater Public School,28.0,Primary School,North Western 2,Outer Regional Australia,-29.442908,151.848086,16.02857142857143,2.0
271,1744,Dee Why Public School,554.0,Primary School,Metropolitan North,Major Cities of Australia,-33.749025,151.285209,16.02857142857143,35.0
272,1745,Delegate Public School,42.0,Primary School,Lower South Coast,Outer Regional Australia,-37.041739,148.937215,16.02857142857143,3.0
273,1747,Delungra Public School,26.0,Primary School,North Western 2,Outer Regional Australia,-29.650936,150.830977,16.02857142857143,2.0
274,1749,Denman Public School,154.0,Primary School,Hunter,Inner Regional Australia,-32.385734,150.686009,16.02857142857143,10.0
275,1760,Doonside Public School,268.0,Primary School,Metropolitan West,Major Cities of Australia,-33.764557,150.870497,16.02857142857143,17.0
276,1762,Dora Creek Public School,117.0,Primary School,Hunter,Major Cities of Australia,-33.07902,151.499217,16.02857142857143,8.0
277,1768,Double Bay Public School,313.0,Primary School,Metropolitan East,Major Cities of Australia,-33.874856,151.240894,16.02857142857143,20.0
278,1770,Douglas Park Public School,124.0,Primary School,Dharawal,Inner Regional Australia,-34.179484,150.713038,16.02857142857143,8.0
279,1771,Drake Public School,20.0,Primary School,Upper North Coast,Outer Regional Australia,-28.928798,152.374099,16.02857142857143,2.0
280,1774,Drummoyne Public School,619.0,Primary School,Metropolitan East,Major Cities of Australia,-33.856073,151.153035,16.02857142857143,39.0
281,1775,Dubbo Public School,521.0,Primary School,Western 1,Inner Regional Australia,-32.248749,148.60541,16.02857142857143,33.0
282,1776,Dubbo North Public School,265.0,Primary School,Western 1,Inner Regional Australia,-32.24168,148.615776,16.02857142857143,17.0
283,1778,Dudley Public School,254.0,Primary School,Hunter,Major Cities of Australia,-32.989387,151.716816,16.02857142857143,16.0
284,1780,Lismore Public School,250.0,Primary School,Upper North Coast,Inner Regional Australia,-28.814289,153.2909,16.02857142857143,16.0
285,1788,Dundurrabin Public School,21.0,Primary School,Lower North Coast,Outer Regional Australia,-30.189493,152.542649,16.02857142857143,2.0
286,1791,Dungay Public School,82.0,Primary School,Upper North Coast,Inner Regional Australia,-28.289681,153.382374,16.02857142857143,6.0
287,1792,Dungog Public School,253.0,Primary School,Hunter,Inner Regional Australia,-32.405233,151.757709,16.02857142857143,16.0
288,1793,Dungowan Public School,19.0,Primary School,North Western 2,Outer Regional Australia,-31.220126,151.13269,16.02857142857143,2.0
289,1797,Dunoon Public School,81.0,Primary School,Upper North Coast,Inner Regional Australia,-28.686735,153.315495,16.02857142857143,5.0
290,1799,Dural Public School,416.0,Primary School,Metropolitan North,Major Cities of Australia,-33.686057,151.026394,16.02857142857143,26.0
291,1801,Duranbah Public School,60.0,Primary School,Upper North Coast,Inner Regional Australia,-28.289121,153.516888,16.02857142857143,4.0
292,1802,Duri Public School,36.0,Primary School,North Western 2,Inner Regional Australia,-31.221359,150.829939,16.02857142857143,3.0
293,1803,Durrumbul Public School,9.0,Primary School,Upper North Coast,Inner Regional Australia,-28.523263,153.444576,16.02857142857143,1.0
294,1807,Earlwood Public School,650.0,Primary School,Metropolitan East,Major Cities of Australia,-33.928982,151.12238,16.02857142857143,41.0
295,1808,Eastern Creek Public School,315.0,Primary School,Metropolitan West,Major Cities of Australia,-33.787013,150.852624,16.02857142857143,20.0
296,1809,Panania Public School,470.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.965972,150.99946,16.02857142857143,30.0
297,1811,Dubbo South Public School,659.0,Primary School,Western 1,Inner Regional Australia,-32.263126,148.609749,16.02857142857143,42.0
298,1813,Ebenezer Public School,152.0,Primary School,Metropolitan West,Inner Regional Australia,-33.530917,150.876774,16.02857142857143,10.0
299,1814,Ebor Public School,14.0,Primary School,North Western 2,Outer Regional Australia,-30.403293,152.349882,16.02857142857143,1.0
300,1816,Eden Public School,250.0,Primary School,Lower South Coast,Outer Regional Australia,-37.063271,149.906688,16.02857142857143,16.0
301,1822,Congewai Public School,12.0,Primary School,Hunter,Inner Regional Australia,-32.958736,151.273875,16.02857142857143,1.0
302,1823,Eglinton Public School,470.0,Primary School,Western 1,Inner Regional Australia,-33.37752,149.539343,16.02857142857143,30.0
303,1824,Elands Public School,12.0,Primary School,Manning,Outer Regional Australia,-31.619383,152.292291,16.02857142857143,1.0
304,1826,Ellalong Public School,125.0,Primary School,Hunter,Inner Regional Australia,-32.914749,151.311974,16.02857142857143,8.0
305,1830,Ellerston Public School,15.0,Primary School,Hunter,Outer Regional Australia,-31.81773,151.304369,16.02857142857143,1.0
306,1835,Eltham Public School,62.0,Primary School,Upper North Coast,Inner Regional Australia,-28.763663,153.408541,16.02857142857143,4.0
307,1839,Empire Bay Public School,477.0,Primary School,Central Coast,Major Cities of Australia,-33.504316,151.362889,16.02857142857143,30.0
308,1840,Empire Vale Public School,25.0,Primary School,Upper North Coast,Inner Regional Australia,-28.915114,153.506059,16.02857142857143,2.0
309,1841,Emu Plains Public School,433.0,Primary School,Metropolitan West,Major Cities of Australia,-33.755617,150.657739,16.02857142857143,27.0
310,1844,Enfield Public School,298.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.888598,151.094528,16.02857142857143,19.0
311,1845,Engadine Public School,385.0,Primary School,Metropolitan East,Major Cities of Australia,-34.06335,151.012431,16.02857142857143,24.0
312,1849,The Entrance Public School,454.0,Primary School,Central Coast,Major Cities of Australia,-33.346741,151.493009,16.02857142857143,29.0
313,1850,Epping Public School,697.0,Primary School,Metropolitan North,Major Cities of Australia,-33.770727,151.087878,16.02857142857143,44.0
314,1851,Epping West Public School,1313.0,Primary School,Metropolitan North,Major Cities of Australia,-33.772789,151.068048,16.02857142857143,82.0
315,1856,Erina Heights Public School,296.0,Primary School,Central Coast,Major Cities of Australia,-33.428028,151.413585,16.02857142857143,19.0
316,1857,Woodport Public School,452.0,Primary School,Central Coast,Major Cities of Australia,-33.439347,151.37849,16.02857142857143,29.0
317,1860,Ermington Public School,415.0,Primary School,Metropolitan North,Major Cities of Australia,-33.804749,151.071574,16.02857142857143,26.0
318,1864,Ettalong Public School,535.0,Primary School,Central Coast,Major Cities of Australia,-33.513539,151.332702,16.02857142857143,34.0
319,1867,Euabalong West Public School,20.0,Primary School,Western 2,Remote Australia,-33.05583,146.397128,16.02857142857143,2.0
320,1870,Eugowra Public School,26.0,Primary School,Western 1,Outer Regional Australia,-33.423082,148.369286,16.02857142857143,2.0
321,1873,Eumungerie Public School,13.0,Primary School,Western 1,Outer Regional Australia,-31.951152,148.621075,16.02857142857143,1.0
322,1874,Eungai Public School,64.0,Primary School,Lower North Coast,Outer Regional Australia,-30.832071,152.874284,16.02857142857143,4.0
323,1879,Eureka Public School,31.0,Primary School,Upper North Coast,Inner Regional Australia,-28.687657,153.439223,16.02857142857143,2.0
324,1883,Eurongilly Public School,26.0,Primary School,Riverina 1,Outer Regional Australia,-34.91017,147.780957,16.02857142857143,2.0
325,1885,Euston Public School,90.0,Primary School,Riverina 2,Outer Regional Australia,-34.575588,142.744248,16.02857142857143,6.0
